Fecha,precip
2021-07-05,3.32
2021-07-06,21.43
2021-07-07,104.22
2021-07-08,5.72
2021-07-09,19.32
2021-07-10,5.1
2021-07-11,2.59
2021-07-12,1.72
2021-07-13,7.56
2021-07-14,1.21
2021-07-15,1.98
2021-07-16,1.43
2021-07-17,2.0
2021-07-18,4.85
2021-07-19,1.4
2021-07-20,0.5
2021-07-21,7.46
2021-07-22,3.15
2021-07-23,0.99
2021-07-24,0.04
2021-07-25,0.07
2021-07-26,0.37
2021-07-27,0.71
2021-07-28,9.77
2021-07-29,7.23
2021-07-30,3.65
2021-07-31,0.61
2021-08-01,0.04
2021-08-02,2.26
2021-08-03,5.87
2021-08-04,3.52
2021-08-05,1.62
2021-08-06,0.35
2021-08-07,1.16
2021-08-08,1.98
2021-08-09,2.58
2021-08-10,2.33
2021-08-11,0.81
2021-08-12,2.72
2021-08-13,0.69
2021-08-14,0.86
2021-08-15,6.77
2021-08-16,2.17
2021-08-17,1.1
2021-08-18,1.2
2021-08-19,0.78
2021-08-20,4.57
2021-08-21,27.03
2021-08-22,14.55
2021-08-23,0.73
2021-08-24,2.93
2021-08-25,3.31
2021-08-26,0.53
2021-08-27,0.04
2021-08-28,0.01
2021-08-29,1.67
2021-08-30,10.12
2021-08-31,4.71
2021-09-01,13.86
2021-09-02,12.68
2021-09-03,1.97
2021-09-04,2.24
2021-09-05,2.22
2021-09-06,7.21
2021-09-07,0.98
2021-09-08,12.75
2021-09-09,0.32
2021-09-10,4.9
2021-09-11,6.31
2021-09-12,0.28
2021-09-13,0.16
2021-09-14,5.15
2021-09-15,6.17
2021-09-16,7.19
2021-09-17,10.61
2021-09-18,1.02
2021-09-19,0.97
2021-09-20,0.61
2021-09-21,7.4
2021-09-22,3.3
2021-09-23,0.0
2021-09-24,0.04
2021-09-25,0.14
2021-09-26,0.06
2021-09-27,0.0
2021-09-28,15.97
2021-09-29,18.2
2021-09-30,7.51
2021-10-01,13.32
2021-10-02,12.62
2021-10-03,5.96
2021-10-04,3.45
2021-10-05,0.6
2021-10-06,-0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,-0.0
2021-10-11,0.3
2021-10-12,0.46
2021-10-13,2.64
2021-10-14,1.52
2021-10-15,6.93
2021-10-16,3.57
2021-10-17,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.34
2021-10-21,1.32
2021-10-22,1.75
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.02
2021-10-26,0.13
2021-10-27,0.04
2021-10-28,0.0
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.01
2021-11-01,0.17
2021-11-02,0.02
2021-11-03,0.03
2021-11-04,0.07
2021-11-05,0.02
2021-11-06,0.0
2021-11-07,0.14
2021-11-08,0.17
2021-11-09,0.47
2021-11-10,0.18
2021-11-11,0.09
2021-11-12,0.07
2021-11-13,2.21
2021-11-14,0.01
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,-0.0
2021-11-18,1.52
2021-11-19,0.39
2021-11-20,0.0
2021-11-21,0.43
2021-11-22,0.57
2021-11-23,-0.0
2021-11-24,0.0
2021-11-25,2.74
2021-11-26,1.49
2021-11-27,0.0
2021-11-28,0.01
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.02
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.06
2021-12-07,0.08
2021-12-08,0.07
2021-12-09,0.08
2021-12-10,0.37
2021-12-11,0.17
2021-12-12,0.0
2021-12-13,-0.0
2021-12-14,0.17
2021-12-15,0.2
2021-12-16,0.29
2021-12-17,0.43
2021-12-18,0.12
2021-12-19,1.36
2021-12-20,0.07
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.02
2021-12-24,0.12
2021-12-25,0.18
2021-12-26,0.5
2021-12-27,0.29
2021-12-28,0.15
2021-12-29,0.0
2021-12-30,-0.0
2021-12-31,0.22
2022-01-01,0.28
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.03
2022-01-07,1.71
2022-01-08,0.07
2022-01-09,2.63
2022-01-10,3.93
2022-01-11,0.01
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.1
2022-01-20,0.14
2022-01-21,0.13
2022-01-22,0.16
2022-01-23,0.7
2022-01-24,0.19
2022-01-25,0.05
2022-01-26,0.17
2022-01-27,0.5
2022-01-28,0.52
2022-01-29,0.06
2022-01-30,0.01
2022-01-31,0.02
2022-02-01,0.0
2022-02-02,0.04
2022-02-03,0.1
2022-02-04,0.06
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,3.92
2022-02-08,1.25
2022-02-09,0.03
2022-02-10,0.57
2022-02-11,0.16
2022-02-12,0.14
2022-02-13,0.0
2022-02-14,0.97
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,-0.0
2022-02-22,0.0
2022-02-23,0.11
2022-02-24,0.37
2022-02-25,2.72
2022-02-26,0.01
2022-02-27,0.59
2022-02-28,0.01
2022-03-01,0.0
2022-03-02,0.21
2022-03-03,1.22
2022-03-04,0.78
2022-03-05,0.0
2022-03-06,0.12
2022-03-07,0.08
2022-03-08,0.03
2022-03-09,0.89
2022-03-10,0.01
2022-03-11,0.04
2022-03-12,0.02
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,-0.0
2022-03-17,0.03
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.03
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,-0.0
2022-03-24,-0.0
2022-03-25,0.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-02,0.08
2022-04-03,0.01
2022-04-04,0.0
2022-04-05,0.12
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.26
2022-04-09,0.11
2022-04-10,0.0
2022-04-11,0.04
2022-04-12,0.13
2022-04-13,0.0
2022-04-14,0.01
2022-04-15,0.08
2022-04-16,0.01
2022-04-17,0.01
2022-04-18,0.6
2022-04-19,0.5
2022-04-20,0.16
2022-04-21,6.55
2022-04-22,3.64
2022-04-23,0.3
2022-04-24,0.43
2022-04-25,3.98
2022-04-26,28.98
2022-04-27,0.71
2022-04-28,0.13
2022-04-29,0.13
2022-04-30,0.23
2022-05-01,3.1
2022-05-02,1.89
2022-05-03,0.41
2022-05-04,1.39
2022-05-05,0.31
2022-05-06,0.37
2022-05-07,0.04
2022-05-08,0.02
2022-05-09,0.04
2022-05-10,2.04
2022-05-11,1.51
2022-05-12,0.55
2022-05-13,0.3
2022-05-14,0.14
2022-05-15,0.0
2022-05-16,0.01
2022-05-17,-0.0
2022-05-18,0.01
2022-05-19,0.33
2022-05-20,0.14
2022-05-21,0.02
2022-05-22,0.2
2022-05-23,4.7
2022-05-24,1.29
2022-05-25,1.59
2022-05-26,0.99
2022-05-27,0.64
2022-05-28,0.59
2022-05-29,0.82
2022-05-30,0.42
2022-05-31,2.97
2022-06-01,4.49
2022-06-02,1.72
2022-06-03,0.38
2022-06-04,0.01
2022-06-05,-0.0
2022-06-06,0.0
2022-06-07,0.22
2022-06-08,1.4
2022-06-09,6.73
2022-06-10,0.23
2022-06-11,0.38
2022-06-12,3.58
2022-06-13,6.41
2022-06-14,6.55
2022-06-15,9.24
2022-06-16,4.5
2022-06-17,1.26
2022-06-18,9.33
2022-06-19,0.64
2022-06-20,1.9
2022-06-21,17.8
2022-06-22,21.0
2022-06-23,0.55
2022-06-24,1.1
2022-06-25,1.56
2022-06-26,0.78
2022-06-27,9.05
2022-06-28,4.13
2022-06-29,6.25
2022-06-30,0.32
2022-07-01,0.22
2022-07-02,1.96
2022-07-03,1.51
2022-07-04,2.48
2022-07-05,1.5
2022-07-06,0.51
2022-07-07,1.42
2022-07-08,1.0
2022-07-09,0.4
2022-07-10,0.06
2022-07-11,0.68
2022-07-12,2.3
2022-07-13,7.62
2022-07-14,4.98
2022-07-15,4.15
2022-07-16,1.63
2022-07-17,1.83
2022-07-18,0.95
2022-07-19,0.0
2022-07-20,0.12
2022-07-21,0.1
2022-07-22,3.07
2022-07-23,4.21
2022-07-24,3.06
2022-07-25,3.12
2022-07-26,0.93
2022-07-27,6.55
2022-07-28,15.65
2022-07-29,5.98
2022-07-30,2.67
2022-07-31,4.96
2022-08-01,8.42
2022-08-02,1.79
2022-08-03,0.4
2022-08-04,0.64
2022-08-05,2.19
2022-08-06,1.97
2022-08-07,1.19
2022-08-08,1.45
2022-08-09,0.6
2022-08-10,0.73
2022-08-11,0.91
2022-08-12,2.07
2022-08-13,14.59
2022-08-14,3.72
2022-08-15,18.87
2022-08-16,5.28
2022-08-17,4.58
2022-08-18,2.82
2022-08-19,1.59
2022-08-20,0.6
2022-08-21,1.38
2022-08-22,0.83
2022-08-23,0.26
2022-08-24,0.43
2022-08-25,0.69
2022-08-26,2.46
2022-08-27,1.4
2022-08-28,0.65
2022-08-29,3.05
2022-08-30,1.85
2022-08-31,11.2
2022-09-01,10.76
2022-09-02,9.63
2022-09-03,13.14
2022-09-04,13.13
2022-09-05,16.44
2022-09-06,11.15
2022-09-07,8.72
2022-09-08,0.23
2022-09-09,0.07
2022-09-10,9.36
2022-09-11,3.58
2022-09-12,0.27
2022-09-13,0.33
2022-09-14,1.33
2022-09-15,12.24
2022-09-16,4.56
2022-09-17,5.05
2022-09-18,5.37
2022-09-19,4.02
2022-09-20,5.93
2022-09-21,0.88
2022-09-22,2.1
2022-09-23,0.04
2022-09-24,0.21
2022-09-25,5.89
2022-09-26,8.1
2022-09-27,0.28
2022-09-28,0.24
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.04
2022-10-03,0.14
2022-10-04,0.2
2022-10-05,0.12
2022-10-06,6.75
2022-10-07,0.2
2022-10-08,0.31
2022-10-09,0.86
2022-10-10,2.65
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,1.4
2022-10-15,0.93
2022-10-16,0.47
2022-10-17,3.23
2022-10-18,30.66
2022-10-19,0.14
2022-10-20,0.0
2022-10-21,0.06
2022-10-22,0.49
2022-10-23,0.03
2022-10-24,0.19
2022-10-25,0.48
2022-10-26,-0.0
2022-10-27,0.2
2022-10-28,0.24
2022-10-29,0.0
2022-10-30,0.09
2022-10-31,0.82
2022-11-01,2.07
2022-11-02,1.0
2022-11-03,1.34
2022-11-04,0.01
2022-11-05,0.18
2022-11-06,0.0
2022-11-07,5.61
2022-11-08,1.95
2022-11-09,1.03
2022-11-10,0.15
2022-11-11,0.1
2022-11-12,0.21
2022-11-13,0.01
2022-11-14,-0.0
2022-11-15,0.03
2022-11-16,0.36
2022-11-17,3.11
2022-11-18,0.37
2022-11-19,0.07
2022-11-20,2.21
2022-11-21,6.36
2022-11-22,1.82
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.65
2022-11-26,1.53
2022-11-27,0.05
2022-11-28,0.07
2022-11-29,0.0
2022-11-30,5.58
2022-12-01,10.52
2022-12-02,0.0
2022-12-03,1.0
2022-12-04,0.85
2022-12-05,0.02
2022-12-06,0.12
2022-12-07,0.74
2022-12-08,0.1
2022-12-09,0.11
2022-12-10,0.03
2022-12-11,0.01
2022-12-12,0.02
2022-12-13,0.23
2022-12-14,0.08
2022-12-15,0.0
2022-12-16,0.27
2022-12-17,0.17
2022-12-18,0.15
2022-12-19,0.02
2022-12-20,0.28
2022-12-21,-0.0
2022-12-22,0.0
2022-12-23,0.39
2022-12-24,0.19
2022-12-25,0.09
2022-12-26,-0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.02
2022-12-30,0.0
2022-12-31,0.11
2023-01-01,-0.0
2023-01-02,0.08
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.41
2023-01-09,0.13
2023-01-10,0.01
2023-01-11,0.0
2023-01-12,0.05
2023-01-13,-0.0
2023-01-14,-0.0
2023-01-15,0.0
2023-01-16,0.05
2023-01-17,0.0
2023-01-18,0.42
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,1.37
2023-01-23,1.71
2023-01-24,0.05
2023-01-25,0.02
2023-01-26,0.01
2023-01-27,0.07
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,1.33
2023-01-31,1.23
2023-02-01,4.2
2023-02-02,2.01
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.28
2023-02-07,0.36
2023-02-08,1.26
2023-02-09,0.04
2023-02-10,0.85
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.04
2023-02-15,0.02
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,-0.0
2023-02-20,-0.0
2023-02-21,0.04
2023-02-22,0.19
2023-02-23,-0.0
2023-02-24,0.4
2023-02-25,1.34
2023-02-26,0.75
2023-02-27,0.08
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,-0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.01
2023-03-07,0.1
2023-03-08,0.17
2023-03-09,0.12
2023-03-10,0.05
2023-03-11,0.01
2023-03-12,0.02
2023-03-13,3.69
2023-03-14,4.49
2023-03-15,0.98
2023-03-16,0.19
2023-03-17,0.07
2023-03-18,0.01
2023-03-19,1.22
2023-03-20,1.22
2023-03-21,0.04
2023-03-22,0.65
2023-03-23,0.43
2023-03-24,0.14
2023-03-25,0.02
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,2.32
2023-03-29,0.36
2023-03-30,0.05
2023-03-31,0.0
2023-04-01,0.08
2023-04-02,0.21
2023-04-03,0.0
2023-04-04,0.21
2023-04-05,0.58
2023-04-06,1.78
2023-04-07,9.42
2023-04-08,0.29
2023-04-09,0.8
2023-04-10,16.56
2023-04-11,6.36
2023-04-12,0.0
2023-04-13,0.04
2023-04-14,0.11
2023-04-15,0.22
2023-04-16,1.04
2023-04-17,1.62
2023-04-18,0.22
2023-04-19,1.24
2023-04-20,0.47
2023-04-21,1.4
2023-04-22,1.65
2023-04-23,0.32
2023-04-24,0.33
2023-04-25,0.0
2023-04-26,0.02
2023-04-27,1.7
2023-04-28,0.15
2023-04-29,0.12
2023-04-30,-0.0
2023-05-01,-0.0
2023-05-02,0.55
2023-05-03,0.21
2023-05-04,0.08
2023-05-05,0.02
2023-05-06,0.0
2023-05-07,1.4
2023-05-08,2.79
2023-05-09,0.22
2023-05-10,0.02
2023-05-11,0.15
2023-05-12,1.23
2023-05-13,24.15
2023-05-14,12.06
2023-05-15,2.26
2023-05-16,2.46
2023-05-17,2.01
2023-05-18,0.42
2023-05-19,0.21
2023-05-20,11.84
2023-05-21,2.16
2023-05-22,0.01
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.01
2023-05-26,0.03
2023-05-27,0.02
2023-05-28,0.24
2023-05-29,0.59
2023-05-30,0.78
2023-05-31,0.0
2023-06-01,0.58
2023-06-02,1.91
2023-06-03,1.1
2023-06-04,1.17
2023-06-05,0.27
2023-06-06,0.03
2023-06-07,0.1
2023-06-08,0.16
2023-06-09,0.22
2023-06-10,0.68
2023-06-11,0.42
2023-06-12,0.09
2023-06-13,0.19
2023-06-14,0.01
2023-06-15,-0.0
2023-06-16,-0.0
2023-06-17,0.01
2023-06-18,0.01
2023-06-19,0.0
